Latitude,Longitude,Sport,LGA Name,Facility Name
-38.276147,144.618806,Cricket,Borough of Queenscliffe,Point Lonsdale Oval
-38.272171,144.656837,Cricket,Borough of Queenscliffe,Queenscliffe Recreation Reserve
-37.7868,144.800896,AFL,Brimbank City Council,Ainsworth Reserve
-37.791913,144.765845,AFL,Brimbank City Council,Balmoral Park Reserve
-37.774227,144.763948,AFL,Brimbank City Council,Bon Thomas Reserve
-37.758821,144.793563,AFL,Brimbank City Council,Cairnlea Park
-37.7164,144.7741,AFL,Brimbank City Council,Delahey Recreation Reserve
-37.775225,144.837725,AFL,Brimbank City Council,Dempster Park
-37.745439,144.774144,AFL,Brimbank City Council,Diamond Avenue Reserve
-37.745542,144.803277,AFL,Brimbank City Council,Errington Reserve
-37.726822,144.819415,AFL,Brimbank City Council,Green Gully Reserve
-37.771918,144.777673,AFL,Brimbank City Council,John McLeod Reserve
-37.79601,144.836154,AFL,Brimbank City Council,JR Parsons Reserve
-37.715205,144.848751,AFL,Brimbank City Council,Keilor Park Recreation Reserve
-37.714786,144.855205,AFL,Brimbank City Council,Keilor Park Recreational Reserve
-37.717403,144.832595,AFL,Brimbank City Council,Keilor Recreation Reserve
-37.758816,144.793504,AFL,Brimbank City Council,Kevin Flint Reserve
-37.732765,144.776658,AFL,Brimbank City Council,Kings Park
-37.708386,144.791658,AFL,Brimbank City Council,Lionheart Reserve
-37.754068,144.77654,AFL,Brimbank City Council,Robert Bruce Reserve
-37.781765,144.814164,AFL,Brimbank City Council,Selwyn Park
-37.799758,144.811911,AFL,Brimbank City Council,Tallintyre Reserve
-37.722096,144.810885,Basketball,Brimbank City Council,Antwerp Drive Reserve
-37.782572,144.805283,Basketball,Brimbank City Council,Ardeer Community Park
-37.791913,144.765845,Basketball,Brimbank City Council,Balmoral Park Reserve
-37.7379,144.816122,Basketball,Brimbank City Council,Biggs/William Street Reserve
-37.774227,144.763948,Basketball,Brimbank City Council,Bon Thomas Reserve
-37.791901,144.756821,Basketball,Brimbank City Council,Bothwell Park
-37.740071,144.784559,Basketball,Brimbank City Council,Brimbank College
-37.798441,144.829624,Basketball,Brimbank City Council,Buckingham Reserve
-37.698993,144.760334,Basketball,Brimbank City Council,Calais/Delbridge Reserve
-37.702516,144.75596,Basketball,Brimbank City Council,Calder Park/Community Hub Reserve
-37.716634,144.823616,Basketball,Brimbank City Council,Calder Rise Park
-37.720132,144.792722,Basketball,Brimbank City Council,Caprice Court Reserve
-37.745509,144.819793,Basketball,Brimbank City Council,Clarke/Station Reserve
-37.71463,144.769825,Basketball,Brimbank City Council,Cowley Street
-37.74243,144.821689,Basketball,Brimbank City Council,Cowper Avenue Reserve
-37.737493,144.771001,Basketball,Brimbank City Council,Cromwell Road Reserve
-37.7623,144.763844,Basketball,Brimbank City Council,Davitt Reserve
-37.721634,144.765606,Basketball,Brimbank City Council,Delahey Emerald Park
-37.7164,144.7741,Basketball,Brimbank City Council,Delahey Recreation Reserve
-37.775225,144.837725,Basketball,Brimbank City Council,Dempster Park
-37.735051,144.826679,Basketball,Brimbank City Council,Driscolls Road Reserve
-37.772136,144.849261,Basketball,Brimbank City Council,Duke Street Reserve
-37.764639,144.793054,Basketball,Brimbank City Council,Elford Court Green
-37.745225,144.764751,Basketball,Brimbank City Council,Evergreen Reserve
-37.764372,144.808707,Basketball,Brimbank City Council,Glenmaggie Drive Reserve
-37.786098,144.770116,Basketball,Brimbank City Council,Hammerwood Avenue Reserve
-37.737726,144.823812,Basketball,Brimbank City Council,Harefield Crescent Reserve
-37.731675,144.785939,Basketball,Brimbank City Council,International Gardens Reserve
-37.713334,144.848237,Basketball,Brimbank City Council,Keilor Basketball Stadium
-37.723767,144.797065,Basketball,Brimbank City Council,Keilor Downs Recreation Reserve
-37.688274,144.777599,Basketball,Brimbank City Council,Keilor Lodge Reserve
-37.715205,144.848751,Basketball,Brimbank City Council,Keilor Park Recreation Reserve
-37.702404,144.760113,Basketball,Brimbank City Council,Sydenham Primary School
-37.798696,144.812193,Basketball,Brimbank City Council,West Sunshine Community Centre
-37.7868,144.800896,Cricket,Brimbank City Council,Ainsworth Reserve
-37.797168,144.823844,Cricket,Brimbank City Council,Arthur Beachley Reserve
-37.791913,144.765845,Cricket,Brimbank City Council,Balmoral Park Reserve
-37.774227,144.763948,Cricket,Brimbank City Council,Bon Thomas Reserve
-37.774227,144.763948,Cricket,Brimbank City Council,Bon Thomas Reserve
-37.774227,144.763948,Cricket,Brimbank City Council,Bon Thomas Reserve
-37.716252,144.822803,Cricket,Brimbank City Council,Calder Rise Neighbourhood Park
-37.7164,144.7741,Cricket,Brimbank City Council,Delahey Recreation Reserve
-37.775225,144.837725,Cricket,Brimbank City Council,Dempster Park
-37.775225,144.837725,Cricket,Brimbank City Council,Dempster Park
-37.775225,144.837725,Cricket,Brimbank City Council,Dempster Park
-37.745439,144.774144,Cricket,Brimbank City Council,Diamond Avenue Reserve
-37.745542,144.803277,Cricket,Brimbank City Council,Errington Reserve
-37.745542,144.803277,Cricket,Brimbank City Council,Errington Reserve
-37.726822,144.819415,Cricket,Brimbank City Council,Green Gully Reserve
-37.726822,144.819415,Cricket,Brimbank City Council,Green Gully Reserve
-37.771918,144.777673,Cricket,Brimbank City Council,John McLeod Reserve
-37.771918,144.777673,Cricket,Brimbank City Council,John McLeod Reserve
-37.771918,144.777673,Cricket,Brimbank City Council,John McLeod Reserve
-37.79601,144.836154,Cricket,Brimbank City Council,JR Parsons Reserve
-37.715205,144.848751,Cricket,Brimbank City Council,Keilor Park Recreation Reserve
-37.715205,144.848751,Cricket,Brimbank City Council,Keilor Park Recreation Reserve
-37.715205,144.848751,Cricket,Brimbank City Council,Keilor Park Recreation Reserve
-37.714786,144.855205,Cricket,Brimbank City Council,Keilor Park Recreational Reserve
-37.717403,144.832595,Cricket,Brimbank City Council,Keilor Recreation Reserve
-37.758816,144.793504,Cricket,Brimbank City Council,Kevin Flint Reserve
-37.732765,144.776658,Cricket,Brimbank City Council,Kings Park
-37.708386,144.791658,Cricket,Brimbank City Council,Lionheart Reserve
-37.764186,144.822827,Cricket,Brimbank City Council,Loyd Reserve
-37.754068,144.77654,Cricket,Brimbank City Council,Robert Bruce Reserve
-37.781765,144.814164,Cricket,Brimbank City Council,Selwyn Park
-37.702186,144.760049,Netball,Brimbank City Council,Copperfield Secondary College
-37.7868,144.800896,Soccer,Brimbank City Council,Ainsworth Reserve
-37.778452,144.806221,Soccer,Brimbank City Council,Ardeer Reserve
-37.797168,144.823844,Soccer,Brimbank City Council,Arthur Beachley Reserve
-37.791913,144.765845,Soccer,Brimbank City Council,Balmoral Park Reserve
-37.758821,144.793563,Soccer,Brimbank City Council,Cairnlea Park
-37.791316,144.815455,Soccer,Brimbank City Council,Castley Reserve
-37.785266,144.828573,Soccer,Brimbank City Council,Chaplin Reserve
-37.733267,144.814423,Soccer,Brimbank City Council,Churchill Reserve
-37.726822,144.819415,Soccer,Brimbank City Council,Green Gully Reserve
-37.688274,144.777599,Soccer,Brimbank City Council,Keilor Lodge Reserve
-37.714786,144.855205,Soccer,Brimbank City Council,Keilor Park Recreational Reserve
-37.758816,144.793504,Soccer,Brimbank City Council,Kevin Flint Reserve
-37.749222,144.819192,Soccer,Brimbank City Council,Larisa Reserve
-37.764186,144.822827,Soccer,Brimbank City Council,Loyd Reserve
-37.746701,144.798335,Soccer,Brimbank City Council,McKechnie Reserve
-37.770817,144.80674,Soccer,Brimbank City Council,Polish Sports and Recreation Centre
-37.792507,144.799159,Soccer,Brimbank City Council,Ralph Reserve
-37.798696,144.812193,Soccer,Brimbank City Council,West Sunshine Community Centre
-37.7164,144.7741,Tennis,Brimbank City Council,Delahey Recreation Reserve
-37.775225,144.837725,Tennis,Brimbank City Council,Dempster Park
-37.745542,144.803277,Tennis,Brimbank City Council,Errington Reserve
-37.745542,144.803277,Tennis,Brimbank City Council,Errington Reserve
-37.720292,144.7731,Tennis,Brimbank City Council,Frost/Goldsmith
-37.726822,144.819415,Tennis,Brimbank City Council,Green Gully Reserve
-37.79601,144.836154,Tennis,Brimbank City Council,JR Parsons Reserve
-37.714786,144.855205,Tennis,Brimbank City Council,Keilor Park Recreational Reserve
-37.714786,144.855205,Tennis,Brimbank City Council,Keilor Park Recreational Reserve
-37.717403,144.832595,Tennis,Brimbank City Council,Keilor Recreation Reserve
-37.708386,144.791658,Tennis,Brimbank City Council,Lionheart Reserve
-37.785182,144.842179,Tennis,Brimbank City Council,Our Lady's Tennis Club
-37.702497,144.763776,Tennis,Brimbank City Council,Overton Lea Reserve
-37.764036,144.774164,Tennis,Brimbank City Council,Sassella Park
-37.781765,144.814164,Tennis,Brimbank City Council,Selwyn Park
-37.781765,144.814164,Tennis,Brimbank City Council,Selwyn Park
-35.978734,142.911819,AFL,Buloke Shire Council,Birchip Recreation Reserve
-36.261295,143.358456,AFL,Buloke Shire Council,Charlton Park
-36.363956,142.987001,AFL,Buloke Shire Council,Donald Recreation Reserve
-35.852177,143.174176,AFL,Buloke Shire Council,Nullawil Recreation Reserve
-35.510326,142.856453,AFL,Buloke Shire Council,Sea Lake Recreation Reserve
-36.07133,143.227028,AFL,Buloke Shire Council,Wycheproof Recreation Reserve
-35.984186,142.909021,Basketball,Buloke Shire Council,Birchip Indoor Sports Stadium
-36.270101,143.359068,Basketball,Buloke Shire Council,Charlton Indoor Sports Stadium
-36.363956,142.987001,Basketball,Buloke Shire Council,Donald Recreation Reserve
-36.364849,142.985663,Basketball,Buloke Shire Council,Donald Sports Stadium
-35.978734,142.911819,Cricket,Buloke Shire Council,Birchip Recreation Reserve
-36.261295,143.358456,Cricket,Buloke Shire Council,Charlton Park
-36.363956,142.987001,Cricket,Buloke Shire Council,Donald Recreation Reserve
-35.852177,143.174176,Cricket,Buloke Shire Council,Nullawil Recreation Reserve
-35.510326,142.856453,Cricket,Buloke Shire Council,Sea Lake Recreation Reserve
-36.149201,142.864048,Cricket,Buloke Shire Council,Watchem Recreation Reserve
-36.07133,143.227028,Cricket,Buloke Shire Council,Wycheproof Recreation Reserve
-35.978734,142.911819,Netball,Buloke Shire Council,Birchip Recreation Reserve
-36.261295,143.358456,Netball,Buloke Shire Council,Charlton Park
-35.852177,143.174176,Netball,Buloke Shire Council,Nullawil Recreation Reserve
-35.510326,142.856453,Netball,Buloke Shire Council,Sea Lake Recreation Reserve
-36.07133,143.227028,Netball,Buloke Shire Council,Wycheproof Recreation Reserve
-35.638964,142.989914,Tennis,Buloke Shire Council,Berriwillock Recreation Reserve
-35.978734,142.911819,Tennis,Buloke Shire Council,Birchip Recreation Reserve
-36.259859,143.355881,Tennis,Buloke Shire Council,Charlton Lawn Tennis Club
-35.715266,143.106907,Tennis,Buloke Shire Council,Culgoa Tennis Club
-36.380044,142.992336,Tennis,Buloke Shire Council,Donald Lawn Tennis Club
-35.309676,142.702059,Tennis,Buloke Shire Council,Nandaly Recreation Reserve
-35.852177,143.174176,Tennis,Buloke Shire Council,Nullawil Recreation Reserve
-35.852177,143.174176,Tennis,Buloke Shire Council,Nullawil Recreation Reserve
-35.510326,142.856453,Tennis,Buloke Shire Council,Sea Lake Recreation Reserve
-36.069051,143.226705,Tennis,Buloke Shire Council,Wycheproof Lawn Tennis Club
-36.200615,144.618603,AFL,Campaspe Shire Council,Bamawm Extension Recreation Reserve 
-36.586683,144.801018,AFL,Campaspe Shire Council,Colbinabbin Town Recreation Reserve 
-36.135888,144.762282,AFL,Campaspe Shire Council,Echuca East Recreation Reserve 
-36.143496,144.753927,AFL,Campaspe Shire Council,Echuca South Recreation Reserve 
-36.396732,144.975124,AFL,Campaspe Shire Council,Girgarre Recreation Reserve 
-35.952652,144.37348,AFL,Campaspe Shire Council,Gunbower Recreation Reserve 
-36.311968,145.042201,AFL,Campaspe Shire Council,Kyabram Recreation Reserve 
-36.305496,145.133397,AFL,Campaspe Shire Council,Lancaster Recreation Reserve
-36.265744,144.541312,AFL,Campaspe Shire Council,Lockington Recreation Reserve
-36.303609,145.051358,AFL,Campaspe Shire Council,Northern Sports Oval
-36.362422,144.706358,AFL,Campaspe Shire Council,Rochester Recreation Reserve
-36.585788,145.007038,AFL,Campaspe Shire Council,Rushworth Public Park Reserve
-36.448171,144.989216,AFL,Campaspe Shire Council,Stanhope Recreation Reserve
-36.246519,144.946186,AFL,Campaspe Shire Council,Tongala Recreation Reserve
-36.720398,144.690834,AFL,Campaspe Shire Council,Toolleen Recreation Reserve
-36.116902,144.740277,AFL,Campaspe Shire Council,Victoria Park
-36.26296,144.588841,Basketball,Campaspe Shire Council,Bamawm Indoor Sports Complex
-36.352651,144.699532,Basketball,Campaspe Shire Council,Campaspe Valley Community Centre
-36.130663,144.733057,Basketball,Campaspe Shire Council,Echuca Sporting Complex
-36.143764,144.753281,Basketball,Campaspe Shire Council,Fonterra Sports & Entertainment Centre
-36.313875,145.06022,Basketball,Campaspe Shire Council,Kyabram Sports & Entertainment Centre
-36.265744,144.541312,Basketball,Campaspe Shire Council,Lockington Recreation Reserve
-36.24631,144.946221,Basketball,Campaspe Shire Council,Tongala Leisure Centre
-36.200615,144.618603,Cricket,Campaspe Shire Council,Bamawm Extension Recreation Reserve 
-36.262381,144.589142,Cricket,Campaspe Shire Council,Bamawm Recreation Reserve 
-36.254221,144.950713,Cricket,Campaspe Shire Council,Brose Recreation Reserve
-36.589653,144.801133,Cricket,Campaspe Shire Council,Colbinabbin Recreation Reserve
-36.586683,144.801018,Cricket,Campaspe Shire Council,Colbinabbin Town Recreation Reserve 
-36.135888,144.762282,Cricket,Campaspe Shire Council,Echuca East Recreation Reserve 
-36.143496,144.753927,Cricket,Campaspe Shire Council,Echuca South Recreation Reserve 
-36.396732,144.975124,Cricket,Campaspe Shire Council,Girgarre Recreation Reserve 
-35.952652,144.37348,Cricket,Campaspe Shire Council,Gunbower Recreation Reserve 
-36.219315,144.89249,Cricket,Campaspe Shire Council,Koyuga Recreation Reserve
-36.321612,145.041305,Cricket,Campaspe Shire Council,Kyabram Racecourse & Recreation Reserve 
-36.311968,145.042201,Cricket,Campaspe Shire Council,Kyabram Recreation Reserve 
-36.303609,145.051358,Cricket,Campaspe Shire Council,Northern Sports Oval
-36.362422,144.706358,Cricket,Campaspe Shire Council,Rochester Recreation Reserve
-36.585788,145.007038,Cricket,Campaspe Shire Council,Rushworth Public Park Reserve
-36.448171,144.989216,Cricket,Campaspe Shire Council,Stanhope Recreation Reserve
-36.448171,144.989216,Cricket,Campaspe Shire Council,Stanhope Recreation Reserve
-36.246519,144.946186,Cricket,Campaspe Shire Council,Tongala Recreation Reserve
-36.720398,144.690834,Cricket,Campaspe Shire Council,Toolleen Recreation Reserve
-36.116902,144.740277,Cricket,Campaspe Shire Council,Victoria Park
-36.197567,145.05534,Cricket,Campaspe Shire Council,Wyuna Recreation Reserve
-36.586683,144.801018,Netball,Campaspe Shire Council,Colbinabbin Town Recreation Reserve 
-36.143496,144.753927,Netball,Campaspe Shire Council,Echuca South Recreation Reserve 
-36.396732,144.975124,Netball,Campaspe Shire Council,Girgarre Recreation Reserve 
-35.952652,144.37348,Netball,Campaspe Shire Council,Gunbower Recreation Reserve 
-36.311968,145.042201,Netball,Campaspe Shire Council,Kyabram Recreation Reserve 
-36.305496,145.133397,Netball,Campaspe Shire Council,Lancaster Recreation Reserve
-36.265744,144.541312,Netball,Campaspe Shire Council,Lockington Recreation Reserve
-36.303609,145.051358,Netball,Campaspe Shire Council,Northern Sports Oval
-36.362422,144.706358,Netball,Campaspe Shire Council,Rochester Recreation Reserve
-36.585788,145.007038,Netball,Campaspe Shire Council,Rushworth Public Park Reserve
-36.448171,144.989216,Netball,Campaspe Shire Council,Stanhope Recreation Reserve
-36.24631,144.946221,Netball,Campaspe Shire Council,Tongala Leisure Centre
-36.246519,144.946186,Netball,Campaspe Shire Council,Tongala Recreation Reserve
-36.720398,144.690834,Netball,Campaspe Shire Council,Toolleen Recreation Reserve
-36.116902,144.740277,Netball,Campaspe Shire Council,Victoria Park
-36.116902,144.740277,Netball,Campaspe Shire Council,Victoria Park
-36.262381,144.589142,Tennis,Campaspe Shire Council,Bamawm Recreation Reserve 
-36.586683,144.801018,Tennis,Campaspe Shire Council,Colbinabbin Town Recreation Reserve 
-36.586683,144.801018,Tennis,Campaspe Shire Council,Colbinabbin Town Recreation Reserve 
-36.143496,144.753927,Tennis,Campaspe Shire Council,Echuca South Recreation Reserve 
-36.139774,144.814912,Tennis,Campaspe Shire Council,Echuca Village Recreation Reserve 
-36.139774,144.814912,Tennis,Campaspe Shire Council,Echuca Village Recreation Reserve 
-36.396732,144.975124,Tennis,Campaspe Shire Council,Girgarre Recreation Reserve 
-35.952652,144.37348,Tennis,Campaspe Shire Council,Gunbower Recreation Reserve 
-36.219315,144.89249,Tennis,Campaspe Shire Council,Koyuga Recreation Reserve
-36.285007,145.006203,Tennis,Campaspe Shire Council,Ky Valley Tennis Facility 
-36.318249,145.045789,Tennis,Campaspe Shire Council,Kyabram Lawn Tennis Club
-36.265744,144.541312,Tennis,Campaspe Shire Council,Lockington Recreation Reserve
-36.31342,144.778694,Tennis,Campaspe Shire Council,Nanneella Recreation Reserve
-36.358637,144.697977,Tennis,Campaspe Shire Council,Rochester Tennis Club
-36.585788,145.007038,Tennis,Campaspe Shire Council,Rushworth Public Park Reserve
-36.445364,144.987242,Tennis,Campaspe Shire Council,Stanhope Lawn Tennis Club
-36.448171,144.989216,Tennis,Campaspe Shire Council,Stanhope Recreation Reserve
-36.298843,144.431404,Tennis,Campaspe Shire Council,Tennyson Recreation Reserve
-36.246519,144.946186,Tennis,Campaspe Shire Council,Tongala Recreation Reserve
-36.246519,144.946186,Tennis,Campaspe Shire Council,Tongala Recreation Reserve
-36.116902,144.740277,Tennis,Campaspe Shire Council,Victoria Park
-36.197567,145.05534,Tennis,Campaspe Shire Council,Wyuna Recreation Reserve
-38.041316,145.367486,AFL,Cardinia Shire Council,Beaconsfield Recreation Reserve
-38.101276,145.719056,AFL,Cardinia Shire Council,Bunyip Recreation Reserve
-38.194176,145.639394,AFL,Cardinia Shire Council,Catani Recreation Reserve
-37.924098,145.463604,AFL,Cardinia Shire Council,Chandler Recreation Reserve
-38.143429,145.607454,AFL,Cardinia Shire Council,Cora Lynn Recreation Reserve
-38.094592,145.677927,AFL,Cardinia Shire Council,Garfield Recreation Reserve
-37.947721,145.531197,AFL,Cardinia Shire Council,Gembrook Recreation Reserve
-38.065094,145.423001,AFL,Cardinia Shire Council,Heatherbrae Recreation Reserve
-38.037621,145.373588,AFL,Cardinia Shire Council,Holm Park Road
-38.189954,145.492875,AFL,Cardinia Shire Council,Koo Wee Rup Recreation Reserve
-38.268214,145.560478,AFL,Cardinia Shire Council,Lang Lang Showgrounds Reserve
-37.926679,145.50362,AFL,Cardinia Shire Council,Mountain Rd Recreation Reserve
-38.084386,145.572546,AFL,Cardinia Shire Council,Nar Nar Goon Recreation Reserve
-38.060227,145.417171,AFL,Cardinia Shire Council,Officer Recreation Reserve
-38.052537,145.378095,AFL,Cardinia Shire Council,O'Neil Rd Recreation Reserve
-38.013459,145.51157,AFL,Cardinia Shire Council,Pakenham Upper Recreation Reserve
-38.066093,145.460108,AFL,Cardinia Shire Council,Toomuc Recreation Reserve
-37.995803,145.41702,AFL,Cardinia Shire Council,Upper Beaconsfield Recreation Reserve
-37.928364,145.446333,AFL,Cardinia Shire Council,Worrell Reserve
-38.100945,145.718807,Basketball,Cardinia Shire Council,Bunyip Basketball Stadium
-38.065909,145.459523,Basketball,Cardinia Shire Council,Cardinia Life
-37.926679,145.50362,Basketball,Cardinia Shire Council,Cockatoo Indoor Sports Complex
-38.041316,145.367486,Cricket,Cardinia Shire Council,Beaconsfield Recreation Reserve
-38.101276,145.719056,Cricket,Cardinia Shire Council,Bunyip Recreation Reserve
-38.147415,145.427791,Cricket,Cardinia Shire Council,Cardinia Recreation Reserve
-38.194176,145.639394,Cricket,Cardinia Shire Council,Catani Recreation Reserve
-37.924098,145.463604,Cricket,Cardinia Shire Council,Chandler Recreation Reserve
-38.143429,145.607454,Cricket,Cardinia Shire Council,Cora Lynn Recreation Reserve
-38.094592,145.677927,Cricket,Cardinia Shire Council,Garfield Recreation Reserve
-37.947721,145.531197,Cricket,Cardinia Shire Council,Gembrook Recreation Reserve
-38.065094,145.423001,Cricket,Cardinia Shire Council,Heatherbrae Recreation Reserve
-38.037621,145.373588,Cricket,Cardinia Shire Council,Holm Park Road
-38.189954,145.492875,Cricket,Cardinia Shire Council,Koo Wee Rup Recreation Reserve
-38.067717,145.437548,Cricket,Cardinia Shire Council,Lakeside Recreation Reserve
-38.263184,145.571112,Cricket,Cardinia Shire Council,Lang Lang Recreation Oval
-38.268214,145.560478,Cricket,Cardinia Shire Council,Lang Lang Showgrounds Reserve
-38.03678,145.604734,Cricket,Cardinia Shire Council,Maryknoll Recreation Reserve
-37.926679,145.50362,Cricket,Cardinia Shire Council,Mountain Rd Recreation Reserve
-38.084386,145.572546,Cricket,Cardinia Shire Council,Nar Nar Goon Recreation Reserve
-38.060227,145.417171,Cricket,Cardinia Shire Council,Officer Recreation Reserve
-38.052537,145.378095,Cricket,Cardinia Shire Council,O'Neil Rd Recreation Reserve
-38.013459,145.51157,Cricket,Cardinia Shire Council,Pakenham Upper Recreation Reserve
-38.134489,145.468554,Cricket,Cardinia Shire Council,Rythdale Recreation Reserve
-38.066093,145.460108,Cricket,Cardinia Shire Council,Toomuc Recreation Reserve
-38.087842,145.627035,Cricket,Cardinia Shire Council,Tynong Recreation Reserve
-37.995803,145.41702,Cricket,Cardinia Shire Council,Upper Beaconsfield Recreation Reserve
-37.928364,145.446333,Cricket,Cardinia Shire Council,Worrell Reserve
-38.101276,145.719056,Netball,Cardinia Shire Council,Bunyip Recreation Reserve
-38.194176,145.639394,Netball,Cardinia Shire Council,Catani Recreation Reserve
-37.924098,145.463604,Netball,Cardinia Shire Council,Chandler Recreation Reserve
-38.143429,145.607454,Netball,Cardinia Shire Council,Cora Lynn Recreation Reserve
-38.094592,145.677927,Netball,Cardinia Shire Council,Garfield Recreation Reserve
-37.947721,145.531197,Netball,Cardinia Shire Council,Gembrook Recreation Reserve
-38.065094,145.423001,Netball,Cardinia Shire Council,Heatherbrae Recreation Reserve
-38.037621,145.373588,Netball,Cardinia Shire Council,Holm Park Road
-38.189954,145.492875,Netball,Cardinia Shire Council,Koo Wee Rup Recreation Reserve
-38.268214,145.560478,Netball,Cardinia Shire Council,Lang Lang Showgrounds Reserve
-37.926679,145.50362,Netball,Cardinia Shire Council,Mountain Rd Recreation Reserve
-38.084386,145.572546,Netball,Cardinia Shire Council,Nar Nar Goon Recreation Reserve
-38.060227,145.417171,Netball,Cardinia Shire Council,Officer Recreation Reserve
-38.066093,145.460108,Netball,Cardinia Shire Council,Toomuc Recreation Reserve
-37.928364,145.446333,Netball,Cardinia Shire Council,Worrell Reserve
-38.101276,145.719056,Soccer,Cardinia Shire Council,Bunyip Recreation Reserve
-38.147415,145.427791,Soccer,Cardinia Shire Council,Cardinia Recreation Reserve
-38.067717,145.437548,Soccer,Cardinia Shire Council,Lakeside Recreation Reserve
-38.041316,145.367486,Tennis,Cardinia Shire Council,Beaconsfield Recreation Reserve
-38.041316,145.367486,Tennis,Cardinia Shire Council,Beaconsfield Recreation Reserve
-38.041316,145.367486,Tennis,Cardinia Shire Council,Beaconsfield Recreation Reserve
-38.041316,145.367486,Tennis,Cardinia Shire Council,Beaconsfield Recreation Reserve
-38.101276,145.719056,Tennis,Cardinia Shire Council,Bunyip Recreation Reserve
-38.147415,145.427791,Tennis,Cardinia Shire Council,Cardinia Recreation Reserve
-38.194176,145.639394,Tennis,Cardinia Shire Council,Catani Recreation Reserve
-37.924098,145.463604,Tennis,Cardinia Shire Council,Chandler Recreation Reserve
-37.937095,145.490575,Tennis,Cardinia Shire Council,Cockatoo Bowls & Tennis Club
-38.094592,145.677927,Tennis,Cardinia Shire Council,Garfield Recreation Reserve
-38.201047,145.485264,Tennis,Cardinia Shire Council,Koo Wee Rup Bowls & Tennis Club
-38.264987,145.566515,Tennis,Cardinia Shire Council,Lang Lang Tennis Club
-38.03678,145.604734,Tennis,Cardinia Shire Council,Maryknoll Recreation Reserve
-38.084386,145.572546,Tennis,Cardinia Shire Council,Nar Nar Goon Recreation Reserve
-38.060227,145.417171,Tennis,Cardinia Shire Council,Officer Recreation Reserve
-38.073728,145.48311,Tennis,Cardinia Shire Council,Pakenham Bowls & Tennis Club
-38.086806,145.48604,Tennis,Cardinia Shire Council,Pakenham Regional Tennis Centre
-38.013459,145.51157,Tennis,Cardinia Shire Council,Pakenham Upper Recreation Reserve
-38.134489,145.468554,Tennis,Cardinia Shire Council,Rythdale Recreation Reserve
-37.998753,145.411076,Tennis,Cardinia Shire Council,Sutherland Park Recreation Reserve
-37.998753,145.411076,Tennis,Cardinia Shire Council,Sutherland Park Recreation Reserve
-38.081982,145.622516,Tennis,Cardinia Shire Council,Tynong North Reserve
-38.087842,145.627035,Tennis,Cardinia Shire Council,Tynong Recreation Reserve
-37.928364,145.446333,Tennis,Cardinia Shire Council,Worrell Reserve
-38.227065,145.639128,Tennis,Cardinia Shire Council,Yannathan Recreation Reserve
-38.027951,145.354874,AFL,Casey City Council,Arch Brown Reserve
-38.056559,145.24987,AFL,Casey City Council,Banjo Patterson Park
-37.967677,145.264227,AFL,Casey City Council,Barry Simon Recreation Reserve
-38.045403,145.3542,AFL,Casey City Council,Berwick Fields Primary School
-38.048455,145.332573,AFL,Casey City Council,Berwick Fields Recreation Reserve
-38.070985,145.315223,AFL,Casey City Council,Berwick Springs Recreation Reserve
-38.071346,145.315378,AFL,Casey City Council,Berwick Springs Reserve
-38.037459,145.258923,AFL,Casey City Council,"Cairns Road Recreation Reserve,"
-38.08652,145.292502,AFL,Casey City Council,Carlisle Park Reserve
-38.121979,145.312021,AFL,Casey City Council,Casey Fields
-38.121979,145.312021,AFL,Casey City Council,Casey Fields
-37.985765,145.251995,AFL,Casey City Council,Charles Green Reserve
-38.11994,145.328291,AFL,Casey City Council,Clyde Recreation Reserve
-38.117568,145.283637,AFL,Casey City Council,Cranbourne Recreation Reserve
-38.029054,145.3632,AFL,Casey City Council,Edwin Flack Recreation Reserve
-37.996774,145.242946,AFL,Casey City Council,Eumemmerring Park
-38.156582,145.302598,AFL,Casey City Council,Glover Recreation Reserve
-38.15697,145.302327,AFL,Casey City Council,"Glover Recreation Reserve,"
-38.001698,145.269167,AFL,Casey City Council,"Hallam Recreation Reserve, "
-38.105387,145.302912,AFL,Casey City Council,Hunt Club Estate
-38.102714,145.271077,AFL,Casey City Council,"J & P Cam Recreation Reserve,"
-37.991078,145.305369,AFL,Casey City Council,Kalora Park Reserve
-38.054077,145.345203,AFL,Casey City Council,Kambrya College
-38.083526,145.274553,AFL,Casey City Council,"Lawson Poole Recreation Reserve, "
-38.072755,145.250936,AFL,Casey City Council,Marriott Waters Reserve
-38.017492,145.298057,AFL,Casey City Council,Max Pawsey Recreation Reserve
-37.987625,145.288203,AFL,Casey City Council,"Narre Warren Nth Recreation Reserve, "
-38.20352,145.228467,AFL,Casey City Council,Pearcedale Recreation Reserve
-37.980461,145.241124,AFL,Casey City Council,Power Reserve
-38.030024,145.258671,AFL,Casey City Council,Robert Booth Reserve
-38.216527,145.386444,AFL,Casey City Council,Rutter Park Memorial Reserve
-37.980307,145.270819,AFL,Casey City Council,"Singleton Recreation Reserve, "
-38.062273,145.289838,AFL,Casey City Council,Strathaird Reserve
-38.039175,145.327194,AFL,Casey City Council,Sweeney Reserve
-38.210669,145.37535,AFL,Casey City Council,Tooradin Recreation Reserve
-38.219145,145.313461,AFL,Casey City Council,Warneet Recreation Reserve
-38.056559,145.24987,Basketball,Casey City Council,Banjo Patterson Park
