Latitude,Longitude,Sport,LGA Name,Facility Name
-37.632403,144.805857,Cricket,Hume City Council,Bulla Reserve 
-37.597342,144.933547,Cricket,Hume City Council,D.S. Aitken Reserve 
-37.654775,144.889303,Cricket,Hume City Council,Drummond Reserve 
-37.66788,144.931519,Cricket,Hume City Council,Gibb Reserve 
-37.689005,144.899291,Cricket,Hume City Council,Ginifer Reserve 
-37.686436,144.88768,Cricket,Hume City Council,Gladstone Park Reserve 
-37.574531,144.75813,Cricket,Hume City Council,Goonawarra Recreation Reserve 
-37.63638,144.869666,Cricket,Hume City Council,Greenvale Recreation Reserve
-37.577021,144.92444,Cricket,Hume City Council,Highgate Recreation Reserve 
-37.610118,144.934493,Cricket,Hume City Council,Hothlyn Reserve 
-37.682641,144.9044,Cricket,Hume City Council,Jacana Reserve 
-37.682641,144.9044,Cricket,Hume City Council,Jacana Reserve 
-37.541906,144.953931,Cricket,Hume City Council,John Laffen Memorial Reserve
-37.631222,144.932963,Cricket,Hume City Council,Lakeside Reserve 
-37.586736,144.709965,Cricket,Hume City Council,Langama Park 
-37.702906,144.875723,Cricket,Hume City Council,Leo Dineen Reserve
-37.564092,144.727895,Cricket,Hume City Council,Mc Ewen Drive Reserve 
-37.621119,144.933384,Cricket,Hume City Council,Patullos Lane Reserve
-37.660356,144.932832,Cricket,Hume City Council,Progress Reserve 
-37.660356,144.932832,Cricket,Hume City Council,Progress Reserve 
-37.631783,144.917454,Cricket,Hume City Council,Rostron Reserve
-37.682503,144.934339,Cricket,Hume City Council,Seabrook Reserve 
-37.676587,144.957678,Cricket,Hume City Council,Seth Raistrick Reserve 
-37.57351,144.722593,Cricket,Hume City Council,Sunbury Recreation Reserve 
-37.691742,144.874779,Cricket,Hume City Council,Tullamarine Reserve 
-37.578844,144.75111,Cricket,Hume City Council,Tulsa Reserve 
-37.590318,144.93436,Cricket,Hume City Council,Victor Foster Reserve 
-37.672131,144.906325,Cricket,Hume City Council,Westmeadows Heights Reserve 
-37.674469,144.886886,Cricket,Hume City Council,Westmeadows Reserve 
-37.675599,144.883689,Cricket,Hume City Council,Willowbrook Reserve 
-37.642729,144.93232,Netball,Hume City Council,Fitness Arena
-37.660356,144.932832,Netball,Hume City Council,Progress Reserve 
-37.57351,144.722593,Netball,Hume City Council,Sunbury Recreation Reserve 
-37.693206,144.922092,Soccer,Hume City Council,Anderson Reserve 
-37.665102,144.915255,Soccer,Hume City Council,Broadmeadows Valley Park 
-37.665102,144.915255,Soccer,Hume City Council,Broadmeadows Valley Park 
-37.66788,144.931519,Soccer,Hume City Council,Gibb Reserve 
-37.686436,144.88768,Soccer,Hume City Council,Gladstone Park Reserve 
-37.689708,144.936067,Soccer,Hume City Council,Jack Roper Reserve 
-37.586736,144.709965,Soccer,Hume City Council,Langama Park 
-37.66884,144.940463,Soccer,Hume City Council,Laura Douglas Reserve 
-37.660356,144.932832,Soccer,Hume City Council,Progress Reserve 
-37.682503,144.934339,Soccer,Hume City Council,Seabrook Reserve 
-37.676587,144.957678,Soccer,Hume City Council,Seth Raistrick Reserve 
-37.691742,144.874779,Soccer,Hume City Council,Tullamarine Reserve 
-37.672131,144.906325,Soccer,Hume City Council,Westmeadows Heights Reserve 
-37.632403,144.805857,Tennis,Hume City Council,Bulla Reserve 
-37.597342,144.933547,Tennis,Hume City Council,D.S. Aitken Reserve 
-37.672512,144.937827,Tennis,Hume City Council,Dallas Tennis Centre
-37.694016,144.88701,Tennis,Hume City Council,Gladstone Park Tennis Club (Elmhurst Park)
-37.63638,144.869666,Tennis,Hume City Council,Greenvale Recreation Reserve
-37.583477,144.903016,Tennis,Hume City Council,Hume Tennis & Community Centre
-37.583477,144.903016,Tennis,Hume City Council,Hume Tennis & Community Centre
-37.568898,144.716875,Tennis,Hume City Council,Mt Carmel Tennis Club
-37.676587,144.957678,Tennis,Hume City Council,Seth Raistrick Reserve 
-37.57351,144.722593,Tennis,Hume City Council,Sunbury Recreation Reserve 
-37.691742,144.874779,Tennis,Hume City Council,Tullamarine Reserve 
-37.696644,144.872208,Tennis,Hume City Council,Tullamarine Tennis Club
-37.675599,144.883689,Tennis,Hume City Council,Willowbrook Reserve 
-36.349931,146.696897,AFL,Indigo Shire Council,Baamutha Park
-36.050985,146.457912,AFL,Indigo Shire Council,Barkley Park
-36.103814,146.670791,AFL,Indigo Shire Council,Barnawartha recreation reserve
-36.314529,146.845161,AFL,Indigo Shire Council,Butson Park
-36.152295,146.614521,AFL,Indigo Shire Council,Chiltern recreation reserve
-36.251102,147.029064,AFL,Indigo Shire Council,Tangambalanga recreation Reserve
-36.01873,146.387674,AFL,Indigo Shire Council,Wahgunya recreation reserve
-36.050985,146.457912,Cricket,Indigo Shire Council,Barkley Park
-36.103814,146.670791,Cricket,Indigo Shire Council,Barnawartha recreation reserve
-36.314529,146.845161,Cricket,Indigo Shire Council,Butson Park
-36.152295,146.614521,Cricket,Indigo Shire Council,Chiltern recreation reserve
-36.256681,147.015724,Cricket,Indigo Shire Council,Kiewa Recreation reserve
-36.061094,146.449804,Cricket,Indigo Shire Council,Rutherglen recreation reserve
-36.402911,146.75553,Cricket,Indigo Shire Council,Stanley Recreation reserve
-36.317068,146.835385,Cricket,Indigo Shire Council,Yackandandah Recreation reserve
-36.349931,146.696897,Netball,Indigo Shire Council,Baamutha Park
-36.050985,146.457912,Netball,Indigo Shire Council,Barkley Park
-36.314529,146.845161,Netball,Indigo Shire Council,Butson Park
-36.152295,146.614521,Netball,Indigo Shire Council,Chiltern recreation reserve
-36.251102,147.029064,Netball,Indigo Shire Council,Tangambalanga recreation Reserve
-36.01873,146.387674,Netball,Indigo Shire Council,Wahgunya recreation reserve
-36.276073,146.908388,Tennis,Indigo Shire Council,Allans Flat Tennis Club
-36.360758,146.689218,Tennis,Indigo Shire Council,Beechworth Tennis Club
-36.152295,146.614521,Tennis,Indigo Shire Council,Chiltern recreation reserve
-36.256681,147.015724,Tennis,Indigo Shire Council,Kiewa Recreation reserve
-36.056731,146.455694,Tennis,Indigo Shire Council,Rutherglen Tennis Club
-36.251102,147.029064,Tennis,Indigo Shire Council,Tangambalanga recreation Reserve
-36.01873,146.387674,Tennis,Indigo Shire Council,Wahgunya recreation reserve
-36.290435,146.730506,Tennis,Indigo Shire Council,Wooragee tennis club
-36.317068,146.835385,Tennis,Indigo Shire Council,Yackandandah Recreation reserve
-38.047873,145.131896,AFL,Kingston City Council,Beazley Reserve
-38.003569,145.091926,AFL,Kingston City Council,Ben Kavanagh Reserve
-38.061687,145.129178,AFL,Kingston City Council,BonBeach Sports Reserve
-38.049729,145.124345,AFL,Kingston City Council,Chelsea Recreation Reserve
-37.983408,145.136268,AFL,Kingston City Council,Dingley Reserve
-37.990905,145.083236,AFL,Kingston City Council,Gerry Green Reserve
-38.02203,145.102242,AFL,Kingston City Council,Glen Street Reserve
-37.968455,145.106688,AFL,Kingston City Council,Heatherton Recreation Reserve
-37.951004,145.055651,AFL,Kingston City Council,Highett Reserve
-37.935584,145.124145,AFL,Kingston City Council,Keeley Park
-37.958722,145.070778,AFL,Kingston City Council,Le Page Reserve
-38.033044,145.119172,AFL,Kingston City Council,Memorial Oval (Edithvale Common)
-37.984635,145.063141,AFL,Kingston City Council,Mentone Reserve
-37.93217,145.111131,AFL,Kingston City Council,Namatjira Reserve
-38.031779,145.108827,AFL,Kingston City Council,Regents Park
-38.077356,145.133075,AFL,Kingston City Council,Roy Dore Reserve
-37.982052,145.086253,AFL,Kingston City Council,Southern Road Reserve
-37.937809,145.043402,AFL,Kingston City Council,St Kilda Football Gorund
-37.990834,145.089748,AFL,Kingston City Council,Walter Galt Reserve
-38.061687,145.129178,Basketball,Kingston City Council,Chelsea Basketball Stadium
-37.991215,145.091893,Basketball,Kingston City Council,Mordialloc Community Centre
-38.047873,145.131896,Cricket,Kingston City Council,Beazley Reserve
-38.003569,145.091926,Cricket,Kingston City Council,Ben Kavanagh Reserve
-38.061687,145.129178,Cricket,Kingston City Council,BonBeach Sports Reserve
-38.061687,145.129178,Cricket,Kingston City Council,BonBeach Sports Reserve
-38.06582,145.127713,Cricket,Kingston City Council,Breeze Street School Reserve
-38.012406,145.100345,Cricket,Kingston City Council,Browns Reserve
-37.983552,145.120032,Cricket,Kingston City Council,Chadwick Reserve
-38.049729,145.124345,Cricket,Kingston City Council,Chelsea Recreation Reserve
-37.941979,145.03822,Cricket,Kingston City Council,Dane Road Reserve
-37.983408,145.136268,Cricket,Kingston City Council,Dingley Reserve
-37.983408,145.136268,Cricket,Kingston City Council,Dingley Reserve
-38.005075,145.096944,Cricket,Kingston City Council,Doug Denyer Reserve
-38.009212,145.098379,Cricket,Kingston City Council,George Woods Reserve
-37.990905,145.083236,Cricket,Kingston City Council,Gerry Green Reserve
-38.02203,145.102242,Cricket,Kingston City Council,Glen Street Reserve
-37.941111,145.051437,Cricket,Kingston City Council,GR Bricker Reserve
-37.968455,145.106688,Cricket,Kingston City Council,Heatherton Recreation Reserve
-37.951004,145.055651,Cricket,Kingston City Council,Highett Reserve
-37.951004,145.055651,Cricket,Kingston City Council,Highett Reserve
-38.009212,145.098379,Cricket,Kingston City Council,Jack Grut Reserve
-37.935584,145.124145,Cricket,Kingston City Council,Keeley Park
-37.966803,145.089177,Cricket,Kingston City Council,Kingston Heath Reserve
-37.958722,145.070778,Cricket,Kingston City Council,Le Page Reserve
-38.033044,145.119172,Cricket,Kingston City Council,Memorial Oval (Edithvale Common)
-37.99905,145.1402,Cricket,Kingston City Council,Mentone Grammar Sports Ground
-37.99905,145.1402,Cricket,Kingston City Council,Mentone Grammar Sports Ground
-37.984635,145.063141,Cricket,Kingston City Council,Mentone Reserve
-37.93217,145.111131,Cricket,Kingston City Council,Namatjira Reserve
-38.031779,145.108827,Cricket,Kingston City Council,Regents Park
-38.077356,145.133075,Cricket,Kingston City Council,Roy Dore Reserve
-37.982052,145.086253,Cricket,Kingston City Council,Southern Road Reserve
-37.990834,145.089748,Cricket,Kingston City Council,Walter Galt Reserve
-37.990834,145.089748,Cricket,Kingston City Council,Walter Galt Reserve
-38.051045,145.128231,Netball,Kingston City Council,Bicentennial Park
-37.934468,145.081248,Netball,Kingston City Council,Dales Park
-37.991215,145.091893,Netball,Kingston City Council,Mordialloc Community Centre
-37.982073,145.142252,Netball,Kingston City Council,Rowan Rd Reserve
-38.012406,145.100345,Soccer,Kingston City Council,Browns Reserve
-37.983552,145.120032,Soccer,Kingston City Council,Chadwick Reserve
-38.036144,145.11918,Soccer,Kingston City Council,Edithvale Recreation Reserve
-37.945332,145.13053,Soccer,Kingston City Council,Grange Reserve
-38.009212,145.098379,Soccer,Kingston City Council,Jack Grut Reserve
-37.935584,145.124145,Soccer,Kingston City Council,Keeley Park
-37.966803,145.089177,Soccer,Kingston City Council,Kingston Heath Reserve
-37.966803,145.089177,Soccer,Kingston City Council,Kingston Heath Reserve
-37.99905,145.1402,Soccer,Kingston City Council,Mentone Grammar Sports Ground
-38.047873,145.131896,Tennis,Kingston City Council,Beazley Reserve
-37.967164,145.104052,Tennis,Kingston City Council,Capital Golf Course
-38.049729,145.124345,Tennis,Kingston City Council,Chelsea Recreation Reserve
-37.928776,145.101673,Tennis,Kingston City Council,Clarinda Tennis Club
-37.941979,145.03822,Tennis,Kingston City Council,Dane Road Reserve
-37.983995,145.073156,Tennis,Kingston City Council,Dolomore Reserve
-37.983995,145.073156,Tennis,Kingston City Council,Dolomore Reserve
-38.005075,145.096944,Tennis,Kingston City Council,Doug Denyer Reserve
-37.990905,145.083236,Tennis,Kingston City Council,Gerry Green Reserve
-37.945332,145.13053,Tennis,Kingston City Council,Grange Reserve
-37.966803,145.089177,Tennis,Kingston City Council,Kingston Heath Reserve
-37.958722,145.070778,Tennis,Kingston City Council,Le Page Reserve
-37.99905,145.1402,Tennis,Kingston City Council,Mentone Grammar Sports Ground
-37.93217,145.111131,Tennis,Kingston City Council,Namatjira Reserve
-38.031779,145.108827,Tennis,Kingston City Council,Regents Park
-37.982073,145.142252,Tennis,Kingston City Council,Rowan Rd Reserve
-38.077356,145.133075,Tennis,Kingston City Council,Roy Dore Reserve
-38.017166,145.102389,Tennis,Kingston City Council,St Louis De Montfort Tennis Club
-37.854228,145.301144,AFL,Knox City Council,Batterham Reserve
-37.892945,145.236377,AFL,Knox City Council,Benedikt Reserve
-37.89623,145.243935,AFL,Knox City Council,Carrington Park Reserve
-37.860864,145.290982,AFL,Knox City Council,Chandler Park Reserve
-37.877866,145.285869,AFL,Knox City Council,Dobson Park Reserve
-37.918433,145.252051,AFL,Knox City Council,Eildon Park Reserve
-37.868789,145.263283,AFL,Knox City Council,Fairpark Reserve
-37.895894,145.300602,AFL,Knox City Council,Kings Park Reserve
-37.881089,145.226664,AFL,Knox City Council,Knox Gardens Reserve
-37.912384,145.278083,AFL,Knox City Council,Lakesfield Reserve
-37.865222,145.246971,AFL,Knox City Council,Lewis Park Reserve
-37.93122,145.242051,AFL,Knox City Council,Liberty Avenue Reserve
-37.837551,145.269533,AFL,Knox City Council,Marie Wallace Bayswater Park
-37.847385,145.30611,AFL,Knox City Council,Miller Park Reserve
-37.881457,145.276892,AFL,Knox City Council,Pickett Reserve
-37.943862,145.231053,AFL,Knox City Council,Rowville Recreation Reserve
-37.897398,145.230703,AFL,Knox City Council,Scoresby Recreation Reserve (Exner Reserve)
-37.921134,145.239225,AFL,Knox City Council,Stud Park Reserve
-37.860161,145.279738,AFL,Knox City Council,Tormore Reserve
-37.873306,145.239168,AFL,Knox City Council,Walker Reserve
-37.891451,145.292659,AFL,Knox City Council,Wally Tew Reserve
-37.857561,145.210701,AFL,Knox City Council,Wantirna Reserve
-37.896963,145.26341,AFL,Knox City Council,Windermere Reserve
-37.845958,145.271516,Basketball,Knox City Council,Bayswater Indoor Soccer Centre
-37.895309,145.242961,Basketball,Knox City Council,Carrington Park Leisure Centre
-37.854284,145.217179,Basketball,Knox City Council,Goodlife Health Clubs
-37.864488,145.283504,Basketball,Knox City Council,Knox Basketball Stadium
-37.912384,145.278083,Basketball,Knox City Council,Lakesfield Reserve
-37.93122,145.242051,Basketball,Knox City Council,Liberty Avenue Reserve
-37.919609,145.239588,Basketball,Knox City Council,Rowville Community Centre
-37.854228,145.301144,Cricket,Knox City Council,Batterham Reserve
-37.836924,145.262217,Cricket,Knox City Council,Bayswater Secondary College
-37.892945,145.236377,Cricket,Knox City Council,Benedikt Reserve
-37.89623,145.243935,Cricket,Knox City Council,Carrington Park Reserve
-37.860864,145.290982,Cricket,Knox City Council,Chandler Park Reserve
-37.839933,145.302088,Cricket,Knox City Council,Colchester Reserve
-37.877866,145.285869,Cricket,Knox City Council,Dobson Park Reserve
-37.918433,145.252051,Cricket,Knox City Council,Eildon Park Reserve
-37.868789,145.263283,Cricket,Knox City Council,Fairpark Reserve
-37.903201,145.308687,Cricket,Knox City Council,Gilmour Park Reserve
-37.848192,145.252939,Cricket,Knox City Council,Guy Turner Reserve
-37.890845,145.269907,Cricket,Knox City Council,H.V Jones Reserve
-37.905699,145.261866,Cricket,Knox City Council,Karoo Road Reserve
-37.895894,145.300602,Cricket,Knox City Council,Kings Park Reserve
-37.881089,145.226664,Cricket,Knox City Council,Knox Gardens Reserve
-37.894516,145.257765,Cricket,Knox City Council,Knox Park Reserve
-37.912384,145.278083,Cricket,Knox City Council,Lakesfield Reserve
-37.865222,145.246971,Cricket,Knox City Council,Lewis Park Reserve
-37.93122,145.242051,Cricket,Knox City Council,Liberty Avenue Reserve
-37.883427,145.218192,Cricket,Knox City Council,Llewellyn Park Reserve
-37.837551,145.269533,Cricket,Knox City Council,Marie Wallace Bayswater Park
-37.847385,145.30611,Cricket,Knox City Council,Miller Park Reserve
-37.860845,145.218478,Cricket,Knox City Council,Milpera Reserve
-37.91572,145.265583,Cricket,Knox City Council,Parkridge Reserve
-37.881457,145.276892,Cricket,Knox City Council,Pickett Reserve
-37.943862,145.231053,Cricket,Knox City Council,Rowville Recreation Reserve
-37.852554,145.256868,Cricket,Knox City Council,Sasses Avenue Reserve
-37.848833,145.237506,Cricket,Knox City Council,Schultz Reserve
-37.897398,145.230703,Cricket,Knox City Council,Scoresby Recreation Reserve (Exner Reserve)
-37.889564,145.237716,Cricket,Knox City Council,Scoresby Secondary College
-37.921134,145.239225,Cricket,Knox City Council,Stud Park Reserve
-37.897205,145.314823,Cricket,Knox City Council,Talaskia Reserve
-37.860365,145.225888,Cricket,Knox City Council,Templeton Reserve
-37.860161,145.279738,Cricket,Knox City Council,Tormore Reserve
-37.873306,145.239168,Cricket,Knox City Council,Walker Reserve
-37.891451,145.292659,Cricket,Knox City Council,Wally Tew Reserve
-37.857561,145.210701,Cricket,Knox City Council,Wantirna Reserve
-37.856243,145.23149,Cricket,Knox City Council,Wantirna Secondary College
-37.896963,145.26341,Cricket,Knox City Council,Windermere Reserve
-37.860864,145.290982,Netball,Knox City Council,Chandler Park Reserve
-37.868789,145.263283,Netball,Knox City Council,Fairpark Reserve
-37.890845,145.269907,Netball,Knox City Council,H.V Jones Reserve
-37.888906,145.279168,Netball,Knox City Council,Knox Regional Netball Centre
-37.912384,145.278083,Netball,Knox City Council,Lakesfield Reserve
-37.837551,145.269533,Netball,Knox City Council,Marie Wallace Bayswater Park
-37.847385,145.30611,Netball,Knox City Council,Miller Park Reserve
-37.919609,145.239588,Netball,Knox City Council,Rowville Community Centre
-37.919609,145.239588,Netball,Knox City Council,Rowville Community Centre
-37.891451,145.292659,Netball,Knox City Council,Wally Tew Reserve
-37.839933,145.302088,Soccer,Knox City Council,Colchester Reserve
-37.883019,145.247276,Soccer,Knox City Council,Egan Lee Reserve
-37.848192,145.252939,Soccer,Knox City Council,Guy Turner Reserve
-37.890845,145.269907,Soccer,Knox City Council,H.V Jones Reserve
-37.894516,145.257765,Soccer,Knox City Council,Knox Park Reserve
-37.860845,145.218478,Soccer,Knox City Council,Milpera Reserve
-37.91572,145.265583,Soccer,Knox City Council,Parkridge Reserve
-37.919609,145.239588,Soccer,Knox City Council,Rowville Community Centre
-37.852554,145.256868,Soccer,Knox City Council,Sasses Avenue Reserve
-37.848833,145.237506,Soccer,Knox City Council,Schultz Reserve
-37.854228,145.301144,Tennis,Knox City Council,Batterham Reserve
-37.892945,145.236377,Tennis,Knox City Council,Benedikt Reserve
-37.864729,145.285137,Tennis,Knox City Council,Boronia Reserve Public Tennis Courts
-37.89623,145.243935,Tennis,Knox City Council,Carrington Park Reserve
-37.89623,145.243935,Tennis,Knox City Council,Carrington Park Reserve
-37.861206,145.25303,Tennis,Knox City Council,Coleman Road Reserve Tennis Courts
-37.918433,145.252051,Tennis,Knox City Council,Eildon Park Reserve
-37.868512,145.222872,Tennis,Knox City Council,Flamingo Reserve
-37.890088,145.285941,Tennis,Knox City Council,Glenfern Park
-37.854284,145.217179,Tennis,Knox City Council,Goodlife Health Clubs - Tennis Courts
-37.848192,145.252939,Tennis,Knox City Council,Guy Turner Reserve
-37.890845,145.269907,Tennis,Knox City Council,H.V Jones Reserve
-37.890845,145.269907,Tennis,Knox City Council,H.V Jones Reserve
-37.863356,145.247938,Tennis,Knox City Council,Knox City Tennis Club
-37.881089,145.226664,Tennis,Knox City Council,Knox Gardens Reserve
-37.912384,145.278083,Tennis,Knox City Council,Lakesfield Reserve
-37.93122,145.242051,Tennis,Knox City Council,Liberty Avenue Reserve
-37.847385,145.30611,Tennis,Knox City Council,Miller Park Reserve
-37.847385,145.30611,Tennis,Knox City Council,Miller Park Reserve
-37.89376,145.249447,Tennis,Knox City Council,Otway Street Tennis Court
-37.870216,145.213261,Tennis,Knox City Council,Pancretan Association of Melbourne - Tennis Club
-37.91572,145.265583,Tennis,Knox City Council,Parkridge Reserve
-37.868847,145.277379,Tennis,Knox City Council,Reta Matthews Reserve
-37.919609,145.239588,Tennis,Knox City Council,Rowville Community Centre
-37.943862,145.231053,Tennis,Knox City Council,Rowville Recreation Reserve
-37.897398,145.230703,Tennis,Knox City Council,Scoresby Recreation Reserve (Exner Reserve)
-37.889564,145.237716,Tennis,Knox City Council,Scoresby Secondary College
-37.890232,145.226622,Tennis,Knox City Council,St Jude's Tennis Club
-37.897205,145.314823,Tennis,Knox City Council,Talaskia Reserve
-37.853825,145.262488,Tennis,Knox City Council,Templer Tennis Club
-37.860365,145.225888,Tennis,Knox City Council,Templeton Reserve
-37.873306,145.239168,Tennis,Knox City Council,Walker Reserve
-37.873306,145.239168,Tennis,Knox City Council,Walker Reserve
-37.857561,145.210701,Tennis,Knox City Council,Wantirna Reserve
-37.896963,145.26341,Tennis,Knox City Council,Windermere Reserve
-38.189769,146.521942,AFL,LaTrobe City Council,Apex Park
-38.370484,146.275732,AFL,LaTrobe City Council,Boolarra Recreation Reserve
-38.199924,146.516974,AFL,LaTrobe City Council,Catterick Crescent Reserve
-38.201712,146.530799,AFL,LaTrobe City Council,Duncan Cameron Reserve
-38.309041,146.40822,AFL,LaTrobe City Council,Gaskin Park Stadium
-38.126329,146.570051,AFL,LaTrobe City Council,Glengarry Recreation Reserve
-38.175182,146.253599,AFL,LaTrobe City Council,Joe Tabuteau Reserve
-38.241848,146.391379,AFL,Latrobe City Council,Keegan St Reserve
-38.241341,146.390751,AFL,LaTrobe City Council,Morwell Recreation Reserve
-38.230258,146.398498,AFL,LaTrobe City Council,"Northern Reserve, Morwell"
-38.174789,146.297636,AFL,LaTrobe City Council,"Northern Reserve, Newborough"
-38.231148,146.422945,AFL,LaTrobe City Council,Ronald Reserve
-38.182688,146.256619,AFL,LaTrobe City Council,Ted Summerton Reserve
-38.199178,146.545612,AFL,LaTrobe City Council,Traralgon Recreation Reserve and show grounds
-38.188221,146.517658,AFL,LaTrobe City Council,Traralgon West Sporting Complex
-38.150993,146.4801,AFL,LaTrobe City Council,Tyers Recreation Reserve
-38.162498,146.362929,AFL,LaTrobe City Council,Yallourn North Town Oval
-38.32798,146.339288,AFL,LaTrobe City Council,Yinnar Recreation Reserve
-38.319457,146.423086,Basketball,LaTrobe City Council,Glendonald Park
-38.31122,146.424084,Basketball,LaTrobe City Council,Latrobe Leisure Churchill
-38.177475,146.293345,Basketball,LaTrobe City Council,Latrobe Leisure Moe/Newborough
-38.23386,146.405648,Basketball,LaTrobe City Council,Latrobe Leisure Morwell
-38.200021,146.517852,Basketball,LaTrobe City Council,Traralgon Sports Stadium
-38.302906,146.412945,Cricket,LaTrobe City Council,Andrews Park West
-38.189769,146.521942,Cricket,LaTrobe City Council,Apex Park
-38.370484,146.275732,Cricket,LaTrobe City Council,Boolarra Recreation Reserve
-38.338653,146.582372,Cricket,LaTrobe City Council,Callignee Recreation Oval 
-38.199924,146.516974,Cricket,LaTrobe City Council,Catterick Crescent Reserve
-38.220025,146.430518,Cricket,LaTrobe City Council,Crinigan Road South Reserve
-38.201712,146.530799,Cricket,LaTrobe City Council,Duncan Cameron Reserve
-38.126329,146.570051,Cricket,LaTrobe City Council,Glengarry Recreation Reserve
-38.175182,146.253599,Cricket,LaTrobe City Council,Joe Tabuteau Reserve
-38.241848,146.391379,Cricket,Latrobe City Council,Keegan St Reserve
-38.228484,146.406974,Cricket,LaTrobe City Council,Maryvale Oval
-38.185487,146.452067,Cricket,LaTrobe City Council,Maryvale Oval
-38.183139,146.299106,Cricket,LaTrobe City Council,Monash Reserve
-38.241341,146.390751,Cricket,LaTrobe City Council,Morwell Recreation Reserve
-38.230258,146.398498,Cricket,LaTrobe City Council,"Northern Reserve, Morwell"
-38.174789,146.297636,Cricket,LaTrobe City Council,"Northern Reserve, Newborough"
-38.231148,146.422945,Cricket,LaTrobe City Council,Ronald Reserve
-38.182688,146.256619,Cricket,LaTrobe City Council,Ted Summerton Reserve
-38.061402,146.630286,Cricket,LaTrobe City Council,Toongabbie Recreation Reserve
-38.059023,146.622754,Cricket,LaTrobe City Council,Toongabbie Village Green (hall and oval)
-38.199178,146.545612,Cricket,LaTrobe City Council,Traralgon Recreation Reserve and show grounds
-38.29567,146.539457,Cricket,LaTrobe City Council,Traralgon South Recreation Reserve
-38.188221,146.517658,Cricket,LaTrobe City Council,Traralgon West Sporting Complex
-38.181545,146.290571,Cricket,LaTrobe City Council,W.H. Burrage Reserve
-38.162498,146.362929,Cricket,LaTrobe City Council,Yallourn North Town Oval
-38.32798,146.339288,Cricket,LaTrobe City Council,Yinnar Recreation Reserve
-38.32798,146.339288,Cricket,LaTrobe City Council,Yinnar Recreation Reserve
-38.188367,146.535473,Netball,LaTrobe City Council,Agnes Brereton Park
-38.370484,146.275732,Netball,LaTrobe City Council,Boolarra Recreation Reserve
-38.309041,146.40822,Netball,LaTrobe City Council,Gaskin Park Stadium
-38.126329,146.570051,Netball,LaTrobe City Council,Glengarry Recreation Reserve
-38.171479,146.253483,Netball,LaTrobe City Council,Moe Netball Park
-38.231148,146.422945,Netball,LaTrobe City Council,Morwell Park Netball Centre
-38.241341,146.390751,Netball,LaTrobe City Council,Morwell Recreation Reserve
-38.174789,146.297636,Netball,LaTrobe City Council,"Northern Reserve, Newborough"
-38.182688,146.256619,Netball,LaTrobe City Council,Ted Summerton Reserve
-38.061402,146.630286,Netball,LaTrobe City Council,Toongabbie Recreation Reserve
-38.199178,146.545612,Netball,LaTrobe City Council,Traralgon Recreation Reserve and show grounds
-38.150993,146.4801,Netball,LaTrobe City Council,Tyers Recreation Reserve
-38.32798,146.339288,Netball,LaTrobe City Council,Yinnar Recreation Reserve
-38.220025,146.430518,Soccer,LaTrobe City Council,Crinigan Road South Reserve
-38.189491,146.539912,Soccer,LaTrobe City Council,Harold Preston Reserve
-38.296457,146.42078,Soccer,LaTrobe City Council,Hazelwood South Reserve
-38.217311,146.429879,Soccer,LaTrobe City Council,Latrobe City Sports & Entertainment Stadium
-38.182603,146.264312,Soccer,LaTrobe City Council,Olympic Park
-38.231148,146.422945,Soccer,LaTrobe City Council,Ronald Reserve
-38.181545,146.290571,Soccer,LaTrobe City Council,W.H. Burrage Reserve
-38.184204,146.298768,Soccer,Latrobe City Council,W.H. Corrigan Reserve
-38.370484,146.275732,Tennis,LaTrobe City Council,Boolarra Recreation Reserve
-38.171286,146.692685,Tennis,LaTrobe City Council,Flynn Recreation Reserve
-38.309041,146.40822,Tennis,LaTrobe City Council,Gaskin Park Stadium
-38.126329,146.570051,Tennis,LaTrobe City Council,Glengarry Recreation Reserve
-38.241848,146.391379,Tennis,Latrobe City Council,Keegan St Reserve
-38.178036,146.270986,Tennis,LaTrobe City Council,Moe Botanic Gardens/Moe Tennis Centre
-38.231148,146.422945,Tennis,LaTrobe City Council,Ronald Reserve
-38.231148,146.422945,Tennis,LaTrobe City Council,Ronald Reserve
-38.061402,146.630286,Tennis,LaTrobe City Council,Toongabbie Recreation Reserve
-38.29567,146.539457,Tennis,LaTrobe City Council,Traralgon South Recreation Reserve
-38.189491,146.539912,Tennis,LaTrobe City Council,Traralgon Tennis centre
-38.189491,146.539912,Tennis,LaTrobe City Council,Traralgon Tennis centre
-38.189491,146.539912,Tennis,LaTrobe City Council,Traralgon Tennis centre
-38.150993,146.4801,Tennis,LaTrobe City Council,Tyers Recreation Reserve
-38.32798,146.339288,Tennis,LaTrobe City Council,Yinnar Recreation Reserve
-36.108952,143.730151,AFL,Loddon Shire Council,Boort Park
-36.605952,143.944612,AFL,Loddon Shire Council,Bridegwater Recreation Reserve
-36.30003,144.071939,AFL,Loddon Shire Council,Calivil Recreation Reserve
-36.419306,143.615401,AFL,Loddon Shire Council,Donaldson Park Wedderburn
-36.578434,143.873038,AFL,Loddon Shire Council,Inglewood Sports Centre
-36.054545,144.108139,AFL,Loddon Shire Council,Mitchell Park
-36.211645,144.236642,AFL,Loddon Shire Council,Mitiamo Recreation Reserve
-36.738567,143.904929,AFL,Loddon Shire Council,Newbridge Recreation Reserve
